DateTime,Seconds,Sign,MidPrice
2021-10-01 12:37:11+00:00,45431.0,1.0,132.325
2021-10-01 12:37:18.125000+00:00,45438.125,1.0,132.225
2021-10-01 12:37:19.346000+00:00,45439.346,1.0,132.1
2021-10-01 12:37:41.543000+00:00,45461.543,-1.0,132.275
2021-10-01 12:37:41.543000+00:00,45461.543,-1.0,132.275
2021-10-01 12:37:41.543000+00:00,45461.543,-1.0,132.275
2021-10-01 12:37:41.543000+00:00,45461.543,-1.0,132.275
2021-10-01 12:37:41.543000+00:00,45461.543,-1.0,132.275
2021-10-01 12:37:42+00:00,45462.0,-1.0,132.275
2021-10-01 12:37:44.103000+00:00,45464.103,1.0,132.275
2021-10-01 12:37:54.970000+00:00,45474.97,-1.0,132.0
2021-10-01 12:37:55.822000+00:00,45475.822,-1.0,132.25
2021-10-01 12:37:59.354000+00:00,45479.354,-1.0,132.3
2021-10-01 12:37:59.823000+00:00,45479.823,-1.0,132.5
2021-10-01 12:38:15+00:00,45495.0,-1.0,132.075
2021-10-01 12:39:05+00:00,45545.0,1.0,132.07999999999998
2021-10-01 12:40:59+00:00,45659.0,1.0,132.35
2021-10-01 12:41:35+00:00,45695.0,1.0,132.425
2021-10-01 12:41:40+00:00,45700.0,1.0,132.425
2021-10-01 12:44:03.656000+00:00,45843.656,1.0,132.45
